referrerId,userAddress,kpi,metadata
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc86d8ee365470ef5603d9a4212664f69139a3bc9,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfd0df2f07dc2529828cd879cd6f4d0bdfdf55482,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfcdf87dc410b5c3ae4d3df0305dbd03e15cbb0e1,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa1bfbabbdadccb1f5f75ef4274f1095660820b21,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xbd11ddc890f39556f60f125506a7c0e2b1c04f37,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7a82f0416360b528d4ec7d4dd4143eb4b015f565,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa50fe82bdcdce60da23774affa0854a1bc6a55cd,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7d3ca0838f7c45758c40e283f1daee943aca385c,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x476a96f07f3639972eb4421e977a89a5d8d9768b,4,"{""baseKpi"":4,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x598cb0a2877e33e79ddca4f063166332f0ecdd3e,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6a9465ef878e728e93cf58c797bf496abdc02f90,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x37c48f7a9c0087a773bdbb708568dac2c49ccadb,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x35f4380732bc107a163fe97b1d9d15cc824e6102,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x30ba5452939ff3ea863a4b71abbce6d02ece7592,3,"{""baseKpi"":3,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6df343ee7a80687af6967c9badf1fd74eceaf34d,5,"{""baseKpi"":5,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5cab1f70551543d6dd4282e7b9177695e8ca6b3e,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc3ef5f2216e9eb4d112d557fe0be174f568efbbc,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x17f4699984b944b958a523b6cc7c378bd9d6973b,110,"{""baseKpi"":110,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x2cca88a8f8e58de67ca6d481b6889f4bc3c1d550,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8945a764dae5cb19c69c44d3d45726d1f75f33fe,322,"{""baseKpi"":315,""celoKpi"":7,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x03aae6e3e9af3e558009b38e2d953a7d29d251a4,4,"{""baseKpi"":4,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1704636ad9956f24212738346e54c7fa724d3f0b,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8a6be6b0e52a75848a335b4d1509dcac333ba6af,3,"{""baseKpi"":3,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xb73173e840729fa061ff05cb79ac0e052a804e94,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x864c5116706ab08180553f1a0cd03cd69d777578,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8510fdd1277c57aa2fbec6c9736fdc70ccd8a74e,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfa7c2759a13c34dcafb5effd96fb645a570e63e7,9,"{""baseKpi"":9,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xb73a79487f88f7720e3f04e23bcc692a9e75f40b,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf5876f047599470a1ac4b243f224a87963a1b9e8,7,"{""baseKpi"":7,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x9aa9ee8638f17cdb4a1779d5c8b863fd07475659,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x36e6407c22a9cf15a12dede5f54c6d791e916c73,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5b4e6e8181d408677a7598b19b1fdd58b3d7ab21,68,"{""baseKpi"":66,""celoKpi"":2,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x85db5d0814ccddbfc96a9873d717b24b68ac068c,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x56a4234d17ef2ef130f912d64daed22e5d644ad4,5,"{""baseKpi"":5,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x07250ba63fb888afa0408b8a3e056da983146dd7,5,"{""baseKpi"":5,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfc0cbfbc5245fd333efba768ceeedb3ef66d602e,25,"{""baseKpi"":25,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x74770c5d2a5a4f3ed5413533aede786a3d0b34bd,17,"{""baseKpi"":17,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3668a39c5addef93b5b9703d17d5a546f79cfae3,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6be24433049c1d07818a0e6764b6631c23569487,17,"{""baseKpi"":17,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x24cb813a67431ad81960fa40ac47f848b993f3fe,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfebf47c51b7ff27c93ca9571babef0ba79fbd1d1,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0a187b1bbefefe0f7102f2180e7850f62064ccb7,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc6336691829275502b90c36139c73ebd91cebb6c,20,"{""baseKpi"":20,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa2b30332078783d7cb856585b4eeb90359e60d8e,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xcb71b36f35922455da6ae08bace067bdb5a3e548,2,"{""baseKpi"":2,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0fff12140fc80e9b833ff072ebb53ab171898685,3,"{""baseKpi"":3,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3bb71f30119fdb2d0373d84dc37be17104873224,2,"{""baseKpi"":2,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x87a4fb25663f93040d468b7d0c5da2aa61472777,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x766281cc5608fb89deab30e1524b9ab9ccba67ce,669,"{""baseKpi"":669,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xaceb54d390d01e6b3f1d11e2e7529166e14cdf39,2,"{""baseKpi"":2,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x53adc0c2e62bd6314c3f57dd8ed2535bc921a223,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc498bd33abcff8b60e1eae3403d84eb1632cd2df,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x34e1ad8dddba5293cf1789c44f8b139ce0fec817,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x89df18ed32762290996226c536f6c19bdcc54683,13,"{""baseKpi"":13,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xdb5397a5afd2e75e0e28215c32ead23774f2e85d,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa56948e06017ace756fda4836d64ac18da84f4f1,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc6d786f3f025d4312a8c09f1f1f02e6323d4be41,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x380212340040711c85cbbb43ef7342f49e44a26d,48,"{""baseKpi"":48,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xcedc965604af9e38473a79e8c3ab582384a374df,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x2576b9dcd0d5227d7a748d68e14628857382e0c7,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0f660ab3c71c1a1f73059f88b55517b7419e83ff,5,"{""baseKpi"":5,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x79cf583d2004e139141d3b5486c154ddd8955160,9,"{""baseKpi"":9,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xbc848a7d7ced59a5f38e7c239af5dfbe3a60fa3c,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5fabb4724646163338f7e243b38d08b7b1063e5b,4,"{""baseKpi"":4,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xde51bda98634c5547a493cd86faa694f06494a90,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x96cd60c0b597d26e12be63f05d998978a4872a1f,7,"{""baseKpi"":7,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1f00930107dfd848169bb19fdacf9b60e1fa8755,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x72e91c3f3845d6cc441300046348a241bf4e7f8b,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xd09a29615019f96b5035e12cd9f5475c32ee0766,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xaff89bdb1ed85cfa4a2495fc48951f60fc39108d,2,"{""baseKpi"":2,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x19da563c69f26f3fa3711477ca6c7467b5f768bc,24,"{""baseKpi"":24,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x34bfb4e1be012a32597d0d09a812e84908386a01,3,"{""baseKpi"":3,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0a9df535b193505d216d5ca8910b5f3e044fd0d4,10,"{""baseKpi"":10,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x9d1d0ddbe4978d3312f76f96ee8fe61ef37fb41b,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xcf398523442196c67bab62773cc3c77e078ff0ed,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x50ac2ca44efaa1b07600bed18ec1482f8952e357,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf70566349c6a02a733cb13c5ece9d2193e558681,7,"{""baseKpi"":7,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xdfdef63e3360efb02b9b2f0eb05822229557d237,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x11bdf8fe4707d13b49ae8fe30104871161994012,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x11852a705baf4271a97b02feb90f4a6049512ced,2,"{""baseKpi"":2,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x882aefbe6da1c323496e1ea3643578baedffffbc,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xac662ae6f0a3b341c80d6f352b5e61054554fe2c,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5a72f53cd905f46d4b8875618fd3d441db33bc8a,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc81e28004d423f7a6ea03c9a8ec75d4f4f068de5,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf34a8178e60e9722b45915c7d2c32015404c7e3e,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x75499b363101b7a144148d940970a0ada5d9feb3,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x799ab481b8aeb9227cc23ec90238fa60ac3d1ed2,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x87e879a98424e74b1c04504c1dd1733e14d3f988,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xcf9e583b246a60a08f7c923ce41ffaf787e43e89,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x110d5269846da85e1ca128a12c18f9c369474125,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf717cff87b429016e057950a96b6828fcf826c59,6,"{""baseKpi"":6,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc1e1de2fb5345a923bbb23b967201bbd05dc3f23,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xd6690cfeccb81b13bc2ad2e72cec3be743a49f5b,1,"{""baseKpi"":1,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x64fe6faa0084748d2326f7a72e1f79dd3328e841,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x75395ad7066dca1c9c44d01d51f6c02dcab44389,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x10bf54fddb83f1e8bf200e2ed621c42c63a2a5bb,96,"{""baseKpi"":96,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x01cc512f9d7c54306734dad8d835834cdfbc7124,26,"{""baseKpi"":26,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xacf5fbf83787febd2c2790b6530df80fe8c05c14,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x71575bfd467e26a6c31ad9c46ed70caf2a558671,5,"{""baseKpi"":5,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x970db987e3b02e15273bed72b39eaf361b13f753,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x91683732743c9358facd5946d66ff911b94e9d58,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x16104cc05e79a56ccd69905f52f5922da67849ce,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xeeed5a1caaef9b3127d190d6e0230676eb306478,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfb0ee350336412c6331ed44fddd8ea37c6508c82,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xb485aad905f6ef6a9c1a58656f404a8c393e90cf,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8031ddb15e333013b8e70e45ae6496be5b895eb0,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa51c59c01bc703b6db1573e22d196e0c3764f65d,5,"{""baseKpi"":5,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xccda8df8cbea6012c3eab64f1b9eb89b37d16f61,6,"{""baseKpi"":6,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0cf71339884ad3343c850adaa1073dbafd4ff000,0,"{""baseKpi"":0,""celoKpi"":0,""polygonKpi"":0}"
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x132ac623b85976eb87797cc375c8e59288b55e6a,3,"{""baseKpi"":3,""celoKpi"":0,""polygonKpi"":0}"
