referrerId,userAddress,kpi
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6f7991a7a9f7d377983388e7e2b3743e1d47a544,825047
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xd55ca7970533b1bc89d9a87f063a5cc0e41a2c8f,117231
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf051193691fc11600e1228ca27ede7663c4de189,1181429
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0e60f911dcf08bc52599c9a44ddf070114f90a2e,374027
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x21c6a7aa92eda91ccf9bc78104565f683a188abd,236801
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6d874f25aef91801696ef6244f5417c0469da62e,404463
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x124908c1c98e004932c562721f07fbd1dca10e01,719462
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7e2dab6404b71e979829b25715e32e8a3daac422,639952
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xbc8e42d30040b5f66a4a148bbd37a42141fcfb44,1881831
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x61283e1674adcffe78b9d3e296931338e11aaefd,2168282
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0abf8d83ee19867aa0809beb6f19a153458a46c3,542085
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfe9dfcb045d8708a32877215fe5cf37d7c639a1d,215801
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1fde5c6828b04554c1aaa84d5801c0a709c8ea35,2627376
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xd0be9e3d26c176bb16561892b47cdf43e2453f00,374935
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x61b4634110f8ab0de2e1be2cc8c8787537d36273,295094
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7cf28e031591a98c38221e1aea293680e7da8f13,840851
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x52db85d7bf7ea89d441286acab36b249e199f19c,1122232
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa2524626e6f2ad5288e5488f50416d3400ea75d2,695180
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xdf5f6f42ce5c6511b5745d7c82d229ea9b40f0a0,431827
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0a8c7baa4eddea741e2ea3662551448d5824d330,444680
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x276be4aba84cf9a04ff00fa2e5d2bcdaf758bbe6,1088085
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x63c4e61845d1cfac8fee9ddf023c3157e9f07ad1,1262799
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7b54d4a2f00fb05e86c4eee772529f484353e885,2147657
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xbc31234b8ce49344ba51f56ed080f1dd75dfef56,522256
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf0a373fc798c966344ae9dc861f34287f6016e6d,1041045
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xb505b03bed86caf76d75ef8bb6bd37f9415213d7,59872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6f30e18b63ca6c47935f72b381e05d0ccde99cb1,100649
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf1480d417d0fb26fa1b474c3e33817568b9ee26b,852774
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x9353cc2583356ce6ea8f92e239d7c9eb8412acaf,462858
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3fc53004472d2cd63afdd1fdc9149cee559802f1,1092308
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc6fb5404fc9d10e44303e45a81459ab371bd6f21,761194
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x00eb7f9f72927451fe2eda1bb144e1a13f313eb6,961173
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xabacfd4c6d2e21802910a7e667e6eff159602535,1512109
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xff3ab96418b64c61ab6254f5be5e11ece39debcc,486151
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x07ae4f1f2de9e7bc86ae753899ae85b967a64403,59872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x15fcb36c8a236ad48d72dbea99bd14acdfa0f938,1730550
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xbc9b50d89af9cbeff1652f8e4b2052e12efe9915,540318
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x95edd4b57aec31bd163b3fa438de2ccae9d63e35,568039
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xdcc772fe63958dbc06afba24e0bbffc61bcb1e06,460479
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3402ed822da2c76cc10d1e5c18b15fb95474d0f9,692681
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xabb57831ea27b2610eab0da51d8b351c5b3af5c4,2071637
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xedaee8ed1eb34b1f6c4add3cfb2b72626e084246,1344599
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x9afe66a24167021de4af0f09b78707448b5721d7,918434
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x851e57ad020cc2dc23f3210146952538bb043a5a,59872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4e645f05cadd15871b2ca1593d1ab711842491f7,515193
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6aafe6755669a93fa1d4108ac94a3dd097f509a1,820696
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8cee2e8a1579552564a24240ee15ce36ec6ba006,188188
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x160851a1c1d120c75f5f0021f853d3f3b44eca0a,936671
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc726c97a8853efb2ac7551020215f92857ec357f,133462
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x15c6a4bf9023ad20c51cbea9992a5bccf83f3e7b,472956
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc89d940abeef934280d468d172762a9bf9c8734b,102644
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xd11fff731ece2546181390a6fafbccd25420884d,301345
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6be66d9cab863420b9f271c5ec01ae10d2c1c522,215801
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x05d6a516cd59884350af5297cfaffbb73541d716,444176
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7ebdebe88ec46b316fdfb4e783364177c9d6bac9,603039
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x9acf5c1e6c2c4d97c6d800fb37a1855f1038bfb5,1010591
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4a22c983a10896ac2ef5c12a37fab2ad3249844f,374935
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3aae36a436e69692dcfcf8beb016a4885dd12a58,444650
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x41795fcc4fcd5843201702f1502dd8827735683c,949529
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x04d97f77f238114ed21d51921b474254f44bf35f,412958
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc41a577ec9af9a820923f94f880086ccadb11150,1737668
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1ab8967449c567367ea8f5b77537484b42bde95e,2279722
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5f1224c0ab7a550d7e540c845fead3023151be91,1972329
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa0871d4f9725d82ded6124135ed4c7d79b99574e,503567
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x62c4c940738300ddfdcf8bfaf919698ac043603a,481983
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xcbbfbaa217598c654ffbf93cf0269bc835e1cf4a,487592
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1ce0fd63e2156be28c9a8dc2eea01939abc2ada6,215801
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x58999fa0f9bae087e3ec06844310b7145c128e38,536675
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x7511e645f31846fbf1c5cec3f36f71953a9680d4,133462
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8255261ce25535cf1162eee325ad5975438053bd,1171657
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x26b5576b8b7417381e09f6f4304e9c9edf6e97a7,346678
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa5ebf3a22343ac46a8fd7e5fb7e9f0c4cfae9ba3,498181
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3e561f1d92eed9a709aa3cd6d9034664f7cd5edb,289391
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x00d6d1bda9ca0cd4a04ee1fb3563a3525f1dff23,949937
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x47522354ddbba054b8ca6b8b767c45f39875deae,527733
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x653a4c3c8e95ca95e7ffc000536af887bc338051,404463
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1babacb1e371c44b9b87b315006bd43ed117f8b8,663886
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x09fef141c97df45e37b6776192676593f26568c5,498514
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf1ea546bc94dc278b1ff80f69b0ba89fb0253acc,920400
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa9dbf13ba9e387a39b3a4987cd2321631f03bae6,1434251
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x924b2400528225759fa7a30b0b6f82b6d8578e19,102644
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf90d9375033d4ff284f88fc84ed97a416c6502df,877668
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5df895914305eea293e8eea65313b43e85aa5cad,308906
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xfc7be3c5d8d51acea4cce91d17805d2b484c8e24,316966
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x2555a7f58e5b86ef78f8cef59aebc779442cde30,301345
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4980fdf10a993c1e0817ca3469b6d4e8f7729974,963989
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xef35f77d4671881f3f0d4755955f97939ecf02c3,230960
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x696d898cfaa3e43e630b4fba31cbb9e07261576b,1280774
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x71b36a10e721ab18d1f6e185ca03f97709efff46,369015
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xdf4860bee7cacdd1dd3f68adb7415d3326ca6dba,236865
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x49e050cdc68b3fc9195500dc2582469453d26fde,547363
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x09a10651d2c67f4d74a3fbf679f5247b26b64ae5,437222
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa0568f0d1b79e8dc9860b3ed763a96dc6152de25,1705172
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x713bfee41f7c66a70f78f2cfed89c5ce70b81e3a,388806
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x687de8fc86d97d3681665b76a876a2e6b32af1cb,145416
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x453366548bc7696f9811f2d22513d2c0a7bf6bf6,1614820
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xb82884f9eb08f75db4b89023e36740c5a6f16aa5,581532
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x09b5b880ccba670478e94564bcdc85afc2ae86eb,970835
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5c6c17710237f88245078cd9a78bf1fd42235f1c,871258
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x833c829b5123c7af0b810a03084d5d3f0529d323,425053
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x667416da3228d5eed706ba156e1db1e73bc8b097,282408
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xf41f330e50facbe44c2cda91319b78ab67288e8e,426374
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xac8510b0e680222c9983c96a4cbde6589b0f6ea8,379696
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x60e2e6904649f6d39bf633f6a6ef79d4db78571c,145416
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x803dceba8321874ccfdd2af94c99676cf8d540cd,1739582
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x301d0a74da9651f0c3e8fa8e49fb2788758e7f4d,222477
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3c430d5a763e3cfa8dbb258de48c814329a91309,1732936
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x12d5567a09b3fbc07be7ba24e272170baa63ac3e,289391
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xd7f5754740d9755f508cabcc6f5ac19038fa22f1,2695276
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xab13dfff4cb3a0c0bc96a05842db8fec71a5f54f,215801
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1bc29b5b1ed54c2067abe2ab97cf6b13fb981553,493907
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4bbc56a80a0cd165f7f622f7b1f2451c8160515d,273732
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x33fc01ad4cd3f2481b3777e5fa111dfd42f755cd,1142379
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x48af4b5e942da2ed265805bd8996d5e13f9b3b6d,786751
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xa069606c98424c5266b2650c3b51bf9b796fa712,1028469
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x373da1289f2862ef391265f3d3ce76edfdd0be7b,1326892
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3bb71f30119fdb2d0373d84dc37be17104873224,588795
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x2b4c52512d33620ac78a0fad7abdac6f694a75d6,59872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x72732bbd15482558e824f8f93814ceabc3272cf2,915377
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1b87641d4815e77a044364e3665a0fe6d2a050d0,942913
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5f138c8135a0a2951883e830a5e86bc39e8457df,904640
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x419d524203d44dded0d8fbb42e670c5da5ec3bba,200616
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x3e4c11322eb5eaa06c28f38512d78c3822b03e97,1372422
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x03fd0e1e5875cee5d720d11c77405bbde150866d,395556
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1bcb7557aaf175e183cb81b86c4e43e771643274,643807
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x6515ee4b581b14620fd06b552445b12658d98797,344117
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0e908babaff8b31765007687f5095fa446a5b601,444820
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x44db672cd926488214785bfd8bd1b3b393ecf129,102644
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x19da563c69f26f3fa3711477ca6c7467b5f768bc,1339951
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xe4fbf95fcfeaa6aafc29da9bd343fa007bd04b04,332163
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x10ba003775acba6e524719963df50a33b584a870,847711
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x72abf710c21b80a1dd7e00e5f13b8d6629c7024d,658680
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x87aa876935d8775058bb4f4e0d609b20482d45fd,893216
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x8fa0b9fd01eb571d18c570fe086daffb43e033b2,236801
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4bc02b53375019e6f212de235d053cac0d36213f,59872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x20245ecd8e0f3f29160625ddb92488d8d77310f3,1443567
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc427c20463f374490bb989f5e688589ee35b30e8,337611
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xdc5de54c65d8593d47bee3551bf15f2f969e0d82,918252
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0d0c020e5b1f293736f4d4a85b010dfba8a45d08,731311
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1d26245c7381c4ab8bdc28e2ba986236d0fdd4d7,59872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x5b8a2fd20c53867ddea133b4d81087f0813953ba,415012
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4ab9be18eb2d30c825b4297eb6dc1549a4ccfad1,215789
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xb5ab122ce13d62eac479185c8b9f03c3fd553c5d,254403
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xe50ea7109605cabba0313f7071fb41f3c4f8efc5,643521
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x908e1ae726b9ed6f03398e7fb641e08cb9e28b09,1702788
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x300150b614bb20516e52a74f514f9335071c3dd8,420406
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0xc4441f1b8ee7c16372cde453f9314c28ab999999,80872
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x4d2660c16974cd5c7ae8752ae466b8cef730dfb0,23328588
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x1a0a2abdfe9b18cb81b894d70c08d410ba415c85,332151
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,0x0cde33f76b91baf87d790c757a5c9455c25e8e52,289391
