referrerId,userAddress,timestamp
0x99342d3ce2d10c34b7d20d960ea75bd742aec468,0x99342d3ce2d10c34b7d20d960ea75bd742aec468,2025-05-13T20:43:05.000Z
0xb82896c4f251ed65186b416dbdb6f6192dfaf926,0x89563f2535ad834833c0d84cf81ee335867b8e34,2025-05-13T22:01:25.000Z
0x99342d3ce2d10c34b7d20d960ea75bd742aec468,0x19001ba47fafb4a64d6f3c29c0f5a31e55b81362,2025-05-14T03:24:05.000Z
0xb82896c4f251ed65186b416dbdb6f6192dfaf926,0x28ef6b53e57deae4dba3ac310b08cca6c261b4d2,2025-05-14T17:52:07.000Z
0xb82896c4f251ed65186b416dbdb6f6192dfaf926,0x146d32c207949f98e5dcd3162023fc1fe10d4378,2025-05-14T18:09:05.000Z
0x181313c4aab54fd818c727665c090dd4021d6429,0x6ee33e8a0487e799bdc8c9c91d851fd383104455,2025-05-14T19:11:05.000Z
0x99342d3ce2d10c34b7d20d960ea75bd742aec468,0x48b182ea69d41b1d50e3aa1f4efa612584500d1f,2025-05-14T19:37:05.000Z
0x99342d3ce2d10c34b7d20d960ea75bd742aec468,0x17d830c1d6246982710ae3cf3b948d55f33f914b,2025-05-15T00:40:05.000Z
0x22886c71a4c1fa2824bd86210ead1c310b3d7cf5,0x62667f639368a4fb90374e69cf5951d5fb9d693e,2025-05-15T02:44:11.000Z
0x3e6e1f37249bb22d8543fdb0728716632eac24ac,0xccc9576f841de93cd32bee7b98fe8b9bd3070e3d,2025-05-15T07:44:05.000Z
0x99342d3ce2d10c34b7d20d960ea75bd742aec468,0x82b852a42db3e9ca237581a675f319a33c1cafd4,2025-05-15T08:50:09.000Z
0xc5337cee97ff5b190f26c4a12341dd210f26e17c,0xc32eced3420f59e38b0f719aac67b3c36c6a5d97,2025-05-15T11:25:05.000Z
0xc5337cee97ff5b190f26c4a12341dd210f26e17c,0xc5337cee97ff5b190f26c4a12341dd210f26e17c,2025-05-15T11:50:17.000Z
0xc5337cee97ff5b190f26c4a12341dd210f26e17c,0xbdeb0877ea15abd145e12d7c74c04a5a5f924879,2025-05-15T12:47:09.000Z
0x4ea48e01f1314db0925653e30617b254d1cf5366,0x4ea48e01f1314db0925653e30617b254d1cf5366,2025-05-15T21:36:19.000Z
0xdd304336cf878df7d2647435d5f57c2345b140c1,0x14140b0dbc4736124ea9f5230d851f62f99b0ac5,2025-05-15T23:19:05.000Z
